CAT,CNT,POS,NAME,CRD,ANNOUNCED2,RUNS2,4S2,6S1,6S2,S/R1,S/R2,BALLS FACED1,30/50/100_1,30/50/100_2,DUCK1,DUCK2,OVERS BOWLED1,WICK1,WICK2,LBW/BOW BONUS1,LBW/BOW BONUS2,2/3/4/5 WICK BONUS1,2/3/4/5 WICK BONUS2,MAIDEN OVER1,MAIDEN OVER2,E/R1,E/R2,CATCH1,CATCH2,CATCH BONUS1,CATCH BONUS2,RUNOUT/STUMPING1,RUNOUT/STUMPING2,TOTAL,OPPOSITE TEAM,DT
AR,CSK,3,MAL,9.5,4,21,0,2,4,123.53,0,17,0,0,0,0,2,1,25,0,0,1,0,0,0,5.5,4,0,0,0,0,0,0,58,GT,1
WK,CSK,4,NJD,7.5,4,39,3,1,2,118.18,0,33,30+,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,GT,1
BT,CSK,5,SDB,8.5,4,0,0,0,0,0,0,2,0,0,1,-2,0,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,18,GT,0
BW,CSK,10,PSK,7.5,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4.5,6,0,0,0,0,0,0,10,GT,0
BT,CSK,2,DCY,9.5,4,5,0,0,0,55.56,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,GT,0
WK,CSK,6,MSD,8.5,4,7,0,0,0,70,-2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,GT,0
AR,CSK,7,MST,8,4,1,0,0,0,100,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,7,GT,0
BW,CSK,8,SSH,7.5,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8.67,0,0,0,0,0,0,0,4,GT,0
BW,CSK,9,MCD,8.5,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9.33,0,0,0,0,0,0,0,4,GT,0
WK,GT,1,WSH,8.5,4,67,8,1,2,117.54,0,57,50+,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,105,CSK,1
BW,GT,11,MSM,9.5,4,0,0,0,0,0,0,0,0,0,0,0,4,2,50,0,0,2,0,0,0,4.75,6,0,0,0,0,0,0,60,CSK,1
BW,GT,7,RKN,9,4,0,0,0,0,0,0,0,0,0,0,0,4,1,25,0,0,1,0,0,0,7.75,0,1,8,0,0,0,0,37,CSK,1
WK,GT,3,MWD,8,4,20,2,0,0,133.33,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,36,CSK,1
BW,GT,9,AJS,8.5,4,0,0,0,0,0,0,0,0,0,0,0,3,1,25,0,0,1,0,0,0,5,4,0,0,0,0,0,0,33,CSK,1
AR,GT,8,RSK,7.5,4,0,0,0,0,0,0,0,0,0,0,0,4,1,25,0,0,1,0,0,0,7.75,0,0,0,0,0,0,0,29,CSK,1
BT,GT,2,SGL,9,4,18,3,0,0,105.88,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,CSK,1
BT,GT,5,DML,9,4,15,1,0,0,75,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,CSK,0
AR,GT,4,HPD,9.5,4,7,1,0,0,116.67,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,18,CSK,0
BW,GT,10,YDL,8,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,1,8,0,0,0,0,12,CSK,0
AR,GT,6,RTW,8.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,CSK,0
BT,LKN,4,DHD,9,4,59,5,2,4,151.28,4,39,50+,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,92,RR,1
BW,LKN,11,RBS,8.5,4,0,0,0,0,0,0,0,0,0,0,0,4,2,50,0,0,2,0,0,0,7.75,0,0,0,0,0,1,6,60,RR,1
BT,LKN,6,MST,8.5,4,27,1,2,4,158.82,4,17,0,0,0,0,1,0,0,0,0,0,0,0,0,15,0,1,8,0,0,0,0,48,RR,1
AR,LKN,5,KPY,9,4,25,1,1,2,108.7,0,23,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0,1,8,0,0,0,0,40,RR,0
BW,LKN,10,AKN,9,4,1,0,0,0,50,0,2,0,0,0,0,3,1,25,1,8,1,0,0,0,6.67,2,0,0,0,0,0,0,40,RR,0
BT,LKN,3,ABD,8,4,0,0,0,0,0,0,1,0,0,1,-2,1,1,25,0,0,1,0,0,0,5,0,1,8,0,0,0,0,35,RR,0
AR,LKN,7,JHD,8.5,4,1,0,0,0,50,0,2,0,0,0,0,2,1,25,0,0,1,0,0,0,6,2,0,0,0,0,0,0,32,RR,0
WK,LKN,2,LRL,10,4,10,0,1,2,52.63,-4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,18,RR,0
WK,LKN,1,QDK,9.5,4,7,1,0,0,87.5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,RR,0
BW,LKN,9,MKN,8.5,4,9,1,0,0,128.57,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,10.75,-2,0,0,0,0,0,0,12,RR,0
BW,LKN,8,DCR,8.5,4,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,11.67,-4,0,0,0,0,0,0,0,RR,0
BW,RR,8,TBT,8.5,4,17,2,0,0,188.89,0,9,0,0,0,0,4,2,50,1,8,2,0,0,0,4.5,6,0,0,0,0,0,0,87,LKN,1
WK,RR,3,SSS,9,4,32,6,0,0,133.33,2,18,30+,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,1,12,68,LKN,1
BT,RR,1,YJS,8.5,4,41,6,1,2,141.38,2,29,30+,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,67,LKN,1
BT,RR,4,DPK,8.5,4,39,5,2,4,216.67,6,18,30+,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,LKN,1
BW,RR,11,OMC,8,4,0,0,0,0,0,0,0,0,0,0,0,1,2,50,1,8,2,0,0,0,8.75,0,0,0,0,0,0,0,62,LKN,1
BW,RR,9,PKS,8.5,4,0,0,0,0,0,0,0,0,0,0,0,4,2,50,0,0,2,0,0,0,8,0,0,0,0,0,0,0,54,LKN,1
AR,RR,7,RAS,8.5,4,10,1,0,0,142.86,0,7,0,0,0,0,4,1,25,0,0,1,0,0,0,6,2,0,0,0,0,0,0,42,LKN,1
AR,RR,5,RPG,8,4,19,0,1,2,118.75,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,41,LKN,1
AR,RR,6,JNS,8,4,14,2,0,0,116.67,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,28,LKN,0
BW,RR,10,YCL,9.5,4,0,0,0,0,0,0,0,0,0,0,0,4,1,25,0,0,1,0,0,0,10.5,-2,0,0,0,0,0,0,27,LKN,0
WK,RR,2,JBT,10.5,4,2,0,0,0,33.33,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,LKN,0
BW,DC,8,STK,8.5,4,3,0,0,0,75,0,4,0,0,0,0,4,4,100,0,0,4,8,0,0,9,0,0,0,0,0,0,0,115,PBKS,1
AR,DC,7,APL,8.5,4,17,2,0,0,85,0,20,0,0,0,0,4,2,50,2,16,2,0,0,0,3.5,6,1,8,0,0,0,0,103,PBKS,1
AR,DC,3,MMR,9,4,63,4,3,6,131.25,2,48,50+,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,PBKS,1
BW,DC,9,KYD,9,4,2,0,0,0,100,0,2,0,0,0,0,3,2,50,1,8,2,0,0,0,4.67,6,0,0,0,0,0,0,70,PBKS,1
BT,DC,1,SKN,8,4,32,5,1,2,200,6,16,30+,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,PBKS,1
BW,DC,10,ANJ,8.5,4,0,0,0,0,0,0,0,0,0,0,0,4,1,25,0,0,1,0,0,0,7.25,0,1,8,0,0,0,0,37,PBKS,1
WK,DC,4,RPT,9,4,7,0,1,2,233.33,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,1,12,33,PBKS,0
AR,DC,5,LYD,8,4,24,1,1,2,114029,0,21,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,31,PBKS,0
BT,DC,6,RPW,8.5,4,2,0,0,0,33.33,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,14,PBKS,0
BT,DC,2,DWN,10.5,4,0,0,0,0,0,0,1,0,0,1,-2,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,10,PBKS,0
BW,DC,11,KAD,8.5,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10.75,-2,0,0,0,0,0,0,2,PBKS,0
AR,PBKS,4,LLS,9.5,4,3,0,0,0,60,0,5,0,0,0,0,4,3,75,0,0,3,4,0,0,6.75,2,0,0,0,0,0,0,88,DC,1
BW,PBKS,11,ASH,8.5,4,2,0,0,0,66.67,0,3,0,0,0,0,4,3,75,0,0,3,4,0,0,9.25,0,0,0,0,0,0,0,85,DC,1
WK,PBKS,6,JSM,8,4,44,3,2,4,129.41,0,34,30+,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,71,DC,1
BW,PBKS,9,RCR,8.5,4,25,2,1,2,104.17,0,24,0,0,0,0,4,0,0,0,0,0,0,0,0,4.75,6,2,16,0,0,0,0,55,DC,1
WK,PBKS,1,JBS,9,4,28,4,1,2,186.67,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,DC,1
BW,PBKS,10,KRD,9.5,4,6,0,1,2,300,0,2,0,0,0,0,3,1,25,0,0,1,0,0,0,8,0,0,0,0,0,0,0,37,DC,1
BT,PBKS,2,SDW,9.5,4,19,3,0,0,118.75,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,34,DC,0
BT,PBKS,3,BRP,8.5,4,4,1,0,0,80,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,17,DC,0
BW,PBKS,7,HBR,8,4,1,0,0,0,50,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,9.67,0,1,8,0,0,0,0,13,DC,0
AR,PBKS,8,RDW,8,4,4,0,0,0,30.77,-6,13,0,0,0,0,2,0,0,0,0,0,0,0,0,8.5,0,1,8,0,0,0,0,10,DC,0
BT,PBKS,5,MAG,8.5,4,0,0,0,0,0,0,2,0,0,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,DC,0
BT,MI,7,RSH,7.5,4,14,1,1,2,233.33,0,6,0,0,0,0,3,3,75,0,0,3,4,0,0,6.67,2,1,8,0,0,0,0,110,SRH,1
BT,MI,5,TDD,8.5,4,46,3,4,8,255.56,6,18,30+,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,79,SRH,1
BT,MI,2,RSM,8.5,4,48,2,4,8,133.33,2,36,30+,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,SRH,1
WK,MI,1,ISK,9,4,43,5,1,2,126.47,0,34,30+,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,SRH,1
AR,MI,3,DSM,8.5,4,15,0,1,2,136.36,2,11,0,0,0,0,4,1,25,0,0,1,0,0,0,9.75,0,0,0,0,0,0,0,48,SRH,1
BW,MI,9,JBR,8.5,4,0,0,0,0,0,0,4,0,0,0,0,4,1,25,1,8,1,0,0,0,8,0,0,0,0,0,0,0,37,SRH,0
BW,MI,10,RMD,8,4,0,0,0,0,0,0,0,0,0,0,0,4,1,25,0,0,1,0,0,0,11,-2,0,0,0,0,0,0,27,SRH,0
BT,MI,4,TVM,9.5,4,8,1,0,0,88.89,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,21,SRH,0
BW,MI,11,MMK,8,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10.33,-2,2,16,0,0,0,0,18,SRH,0
WK,MI,6,TSB,7.5,4,2,0,0,0,100,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SRH,0
AR,MI,8,SYD,7.5,4,0,0,0,0,0,0,2,0,0,1,-2,2,0,0,0,0,0,0,0,0,11.5,-4,0,0,0,0,0,0,-2,SRH,0
BT,SRH,3,RTP,9,4,76,9,3,6,172.73,6,44,50+,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,MI,1
BW,SRH,11,UMK,9,4,0,0,0,0,0,0,0,0,0,0,0,3,3,75,0,0,3,4,0,0,7.67,0,0,0,0,0,0,0,83,MI,1
BT,SRH,2,PGG,8,4,42,4,2,4,161.54,4,26,30+,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,78,MI,1
WK,SRH,4,NPN,9,4,38,2,3,6,172.73,6,22,30+,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,MI,1
BW,SRH,9,BKR,8.5,4,0,0,0,0,0,0,0,0,0,0,0,4,1,25,0,0,1,0,1,12,6.5,2,0,0,0,0,1,12,55,MI,1
AR,SRH,7,WSD,8,4,9,0,0,0,128.57,0,7,0,0,0,0,4,1,25,0,0,1,0,0,0,9,0,0,0,0,0,0,0,38,MI,1
BT,SRH,6,KWS,8.5,4,8,1,0,0,114.29,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,21,MI,0
BT,SRH,1,ASM,9,4,9,1,0,0,90,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,14,MI,0
BW,SRH,10,TNJ,9,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,15,-6,0,0,0,0,1,12,10,MI,0
AR,SRH,5,AMK,9.5,4,2,0,0,0,50,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,MI,0
BW,SRH,8,FHQ,7.5,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7.75,0,0,0,0,0,0,0,4,MI,0
BT,KOL,4,SIY,9,4,50,4,3,6,172.41,6,29,50+,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,LKN,1
BT,KOL,3,NRN,9,4,42,9,0,0,190.91,6,22,30+,4,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,65,LKN,1
BT,KOL,6,RSH,8,4,40,2,4,8,266.67,6,15,30+,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,LKN,1
WK,KOL,5,SBL,8.5,4,36,2,3,6,150,2,24,30+,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,LKN,1
AR,KOL,8,SNN,8.5,4,21,0,3,6,300,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,6.75,2,0,0,0,0,0,0,33,LKN,1
BT,KOL,2,ATR,7.5,4,4,1,0,0,50,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,LKN,0
BW,KOL,9,UDY,9,4,0,0,0,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,8.5,0,0,0,0,0,0,0,4,LKN,0
BW,KOL,11,VCV,8,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9.5,0,0,0,0,0,0,0,4,LKN,0
BT,KOL,1,VIY,8.5,4,0,0,0,0,0,0,4,0,0,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,LKN,0
BW,KOL,10,TST,8.5,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,14.25,-6,0,0,0,0,0,0,-2,LKN,0
AR,KOL,7,ARL,10.5,4,5,0,0,0,45.45,-6,11,0,0,0,0,3,0,0,0,0,0,0,0,0,15,-6,0,0,0,0,0,0,-3,LKN,0
WK,LKN,1,QDK,9,4,140,10,10,20,200,6,70,100+,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,1,12,216,KOL,1
WK,LKN,2,LRL,10,4,68,3,4,8,133.33,2,51,50+,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,101,KOL,1
BT,LKN,6,MST,8.5,4,0,0,0,0,0,0,0,0,0,0,0,2,3,75,1,8,3,4,0,0,11.5,-4,1,8,0,0,0,0,95,KOL,1
BW,LKN,9,MKN,8.5,4,0,0,0,0,0,0,0,0,0,0,0,4,3,75,0,0,3,4,0,0,5,4,0,0,0,0,0,0,87,KOL,1
BW,LKN,11,RBS,8.5,4,0,0,0,0,0,0,0,0,0,0,0,4,1,25,0,0,1,0,0,0,8.5,0,0,0,0,0,0,0,29,KOL,1
AR,LKN,8,KGT,8,4,0,0,0,0,0,0,0,0,0,0,0,2,1,25,0,0,1,0,0,0,11.5,-4,0,0,0,0,0,0,25,KOL,1
BT,LKN,4,DHD,9.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,16,0,0,0,0,20,KOL,0
BT,LKN,3,ELW,8.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,12,KOL,0
BT,LKN,5,MVH,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,KOL,0
AR,LKN,7,JHD,8.5,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11.25,-4,0,0,0,0,0,0,0,KOL,0
BW,LKN,10,AKN,9,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,15,-6,0,0,0,0,0,0,-2,KOL,0
AR,BLR,4,GMW,9,4,40,5,2,4,222.22,6,18,30+,4,0,0,4,1,25,1,8,1,0,1,12,7,2,1,8,0,0,0,0,118,GT,1
BT,BLR,1,VKL,8.5,4,73,8,2,4,135.19,2,54,50+,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,GT,1
BT,BLR,2,FDP,9.5,4,44,5,0,0,115.79,0,38,30+,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,69,GT,1
BW,BLR,10,JHW,9,4,0,0,0,0,0,0,0,0,0,0,0,4,2,50,0,0,2,0,0,0,9.75,0,0,0,0,0,0,0,54,GT,1
BW,BLR,8,WHG,9.5,4,0,0,0,0,0,0,0,0,0,0,0,4,1,25,0,0,1,0,0,0,6.25,2,1,8,0,0,0,0,39,GT,1
WK,BLR,6,DKR,9,4,2,0,0,0,100,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,14,GT,1
BT,BLR,3,RPT,8.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,GT,0
BT,BLR,5,MLR,8,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,4,GT,0
AR,BLR,7,SAD,8.5,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,4,GT,0
BW,BLR,9,HPL,9,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,GT,0
BW,BLR,11,SKL,8,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10.75,-2,0,0,0,0,0,0,2,GT,0
AR,GT,4,HPD,9.5,4,62,4,3,6,131.91,2,47,50+,8,0,0,3,0,0,0,0,0,0,0,0,11.67,-4,1,8,0,0,0,0,90,BLR,1
BW,GT,7,RKN,9,4,19,1,2,4,316.67,0,6,0,0,0,0,4,2,50,0,0,2,0,0,0,8,0,0,0,0,0,0,0,78,BLR,1
BT,GT,5,DML,9,4,34,0,3,6,136,2,25,30+,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,BLR,1
WK,GT,1,WSH,8.5,4,31,4,1,2,140.91,2,22,30+,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,BLR,1
WK,GT,3,MWD,8,4,16,2,1,2,123.08,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,36,BLR,1
AR,GT,8,RSK,7.5,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,8,BLR,0
AR,GT,6,RTW,8.5,4,2,0,0,0,66.67,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,BLR,0
BT,GT,2,SGL,9,4,1,0,0,0,25,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,BLR,0
BW,GT,9,LFG,8.5,4,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,12.6,0,0,0,0,0,0,0,4,BLR,0
BW,GT,10,YDL,8,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8.75,0,0,0,0,0,0,0,4,BLR,0
BW,GT,11,MSM,9.5,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,11.5,-4,0,0,0,0,0,0,0,BLR,0
AR,CSK,3,MAL,9.5,4,93,13,3,6,163.16,4,57,50+,8,0,0,4,1,25,1,8,1,0,0,0,5.25,4,1,8,0,0,0,0,173,RR,1
BW,CSK,10,PSK,7.5,4,0,0,0,0,0,0,0,0,0,0,0,2,2,50,0,0,2,0,0,0,10,-2,0,0,0,0,0,0,52,RR,1
AR,CSK,7,MST,8,4,1,0,0,0,50,0,2,0,0,0,0,3,1,25,0,0,1,0,0,0,4,4,1,8,0,0,0,0,42,RR,1
BW,CSK,8,SSH,8,4,3,0,0,0,100,0,3,0,0,0,0,3,1,25,0,0,1,0,0,0,6,2,0,0,0,0,0,0,34,RR,1
WK,CSK,6,MSD,8.5,4,26,1,1,2,92.86,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,RR,1
BT,CSK,2,DCY,9.5,4,16,1,1,2,114.29,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,31,RR,1
BW,CSK,11,MPR,8,4,0,0,0,0,0,0,0,0,0,0,0,3.4,0,0,0,0,0,0,0,0,7.64,0,1,8,0,0,0,0,12,RR,0
BT,CSK,5,ARD,8.5,4,3,0,0,0,50,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,RR,0
BT,CSK,1,RGD,9,4,2,0,0,0,33.33,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,RR,0
WK,CSK,4,NJD,8,4,1,0,0,0,25,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,RR,0
BW,CSK,9,MCD,8.5,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10.25,-2,0,0,0,0,0,0,2,RR,0
AR,RR,5,RAS,8.5,4,40,2,3,6,173.91,6,23,30+,4,0,0,4,1,25,1,8,1,0,0,0,7,2,0,0,0,0,0,0,97,CSK,1
BT,RR,1,YJS,8.5,4,59,8,1,2,134.09,2,44,50+,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,CSK,1
BW,RR,11,OMC,8,4,0,0,0,0,0,0,0,0,0,0,0,4,2,50,0,0,2,0,0,0,5,4,0,0,0,0,0,0,58,CSK,1
BW,RR,10,YCL,9.5,4,0,0,0,0,0,0,0,0,0,0,0,4,2,50,0,0,2,0,0,0,6.5,2,0,0,0,0,0,0,56,CSK,1
AR,RR,7,RPG,8,4,10,1,0,0,100,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,31,CSK,1
WK,RR,3,SSS,9,4,15,2,0,0,75,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,29,CSK,0
BW,RR,8,TBT,8.5,4,0,0,0,0,0,0,0,0,0,0,0,4,1,25,0,0,1,0,0,0,11,-2,0,0,0,0,0,0,27,CSK,0
BT,RR,4,DPK,8.5,4,3,0,0,0,33.33,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,15,CSK,0
WK,RR,2,JBT,10.5,4,2,0,0,0,40,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,14,CSK,0
BT,RR,6,SHT,8.5,4,6,1,0,0,85.71,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,CSK,0
BW,RR,9,PKS,8.5,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,CSK,0
BW,DC,8,STK,8.5,4,4,0,0,0,80,0,5,0,0,0,0,3,2,50,1,8,2,0,0,0,10.67,-2,1,8,0,0,0,0,72,MI,1
WK,DC,4,RPT,9,4,39,4,1,2,118.18,0,33,30+,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,61,MI,1
BT,DC,6,RPW,8.5,4,43,1,4,8,126.47,0,34,30+,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,MI,1
BW,DC,10,ANJ,8.5,4,0,0,0,0,0,0,0,0,0,0,0,4,2,50,0,0,2,0,0,0,9.25,0,0,0,0,0,0,0,54,MI,1
BT,DC,1,PSW,8.5,4,24,2,1,2,104.35,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,40,MI,1
AR,DC,7,APL,8.5,4,19,0,2,4,190,6,10,0,0,0,0,3,0,0,0,0,0,0,0,0,8.67,0,0,0,0,0,0,0,33,MI,1
BW,DC,9,KYD,9.5,4,1,0,0,0,100,0,1,0,0,0,0,4,1,25,0,0,1,0,0,0,8.25,0,0,0,0,0,0,0,30,MI,0
BT,DC,2,DWN,10.5,4,5,1,0,0,83.33,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,18,MI,0
BT,DC,5,SKN,8,4,10,0,1,2,142.86,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,MI,0
AR,DC,3,MMR,9,4,0,0,0,0,0,0,1,0,0,1,-2,2,0,0,0,0,0,0,0,0,3.5,6,0,0,0,0,0,0,8,MI,0
BW,DC,11,KAD,8.5,4,0,0,0,0,0,0,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,7.58,0,0,0,0,0,0,0,4,MI,0
BW,MI,9,JBR,8.5,4,0,0,0,0,0,0,0,0,0,0,0,4,3,75,1,8,3,4,0,0,6.25,2,1,8,0,0,0,0,101,DC,1
