CAT,CNT,POS,NAME,CRD,ANNOUNCED2,RUNS2,4S2,6S1,6S2,S/R1,S/R2,BALLS FACED1,30/50/100_1,30/50/100_2,DUCK1,DUCK2,OVERS BOWLED1,WICK1,WICK2,LBW/BOW BONUS1,LBW/BOW BONUS2,2/3/4/5 WICK BONUS1,2/3/4/5 WICK BONUS2,MAIDEN OVER1,MAIDEN OVER2,E/R1,E/R2,CATCH1,CATCH2,CATCH BONUS1,CATCH BONUS2,RUNOUT/STUMPING1,RUNOUT/STUMPING2,TOTAL,OPPOSITE TEAM,DT
BW,LKN,9,DCR,8.5,4,0,0,0,0,0,0,0,0,0,0,0,4,1,25,0,0,1,0,0,0,12,-4,1,8,0,0,1,6,39,MI,0
AR,LKN,8,JHD,9,4,0,0,0,0,0,0,0,0,0,0,0,4,1,25,1,8,1,0,0,0,8.5,0,0,0,0,0,0,0,37,MI,0
AR,LKN,5,DHD,8.5,4,15,1,1,2,187.5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,30,MI,0
BW,LKN,11,RBS,8.5,4,0,0,0,0,0,0,0,0,0,0,0,4,1,25,0,0,1,0,0,0,8.5,0,0,0,0,0,0,0,29,MI,0
AR,LKN,6,KPY,8.5,4,1,0,0,0,100,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5,MI,0
BT,LKN,7,ABD,8.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,MI,0
BW,MI,8,JUD,8.5,4,14,2,1,2,233.33,0,6,0,0,0,0,4,2,50,0,0,2,0,0,0,8,0,0,0,0,0,0,0,72,LKN,1
AR,MI,3,DBV,8.5,4,31,6,1,2,238.46,6,13,30+,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,LKN,1
BT,MI,4,SYD,9.5,4,37,3,0,0,137.04,2,27,30+,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,LKN,1
BW,MI,9,MAS,8.5,4,6,0,1,2,300,0,2,0,0,0,0,4,1,25,1,8,1,0,0,0,8.25,0,0,0,0,0,0,0,45,LKN,1
AR,MI,7,FAL,8,4,8,1,0,0,114.29,0,7,0,0,0,0,4,1,25,1,8,1,0,0,0,11.5,-4,0,0,0,0,0,0,42,LKN,1
AR,MI,6,KPD,8.5,4,25,1,2,4,178.57,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,LKN,1
BT,MI,5,TVM,8.5,4,26,2,0,0,100,0,26,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,32,LKN,0
WK,MI,1,ISK,9,4,13,2,0,0,76.47,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,27,LKN,0
BT,MI,2,RSM,9.5,4,6,1,0,0,85.71,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,19,LKN,0
BW,MI,11,JBR,9,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,6,LKN,0
BW,MI,10,TML,8.5,4,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,18,-6,0,0,0,0,0,0,-2,LKN,0
WK,BLR,7,DKR,9,4,66,5,5,10,194.12,6,34,50+,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,115,DC,1
BW,BLR,11,JHW,8.5,4,0,0,0,0,0,0,0,0,0,0,0,4,3,75,0,0,3,4,0,0,7,2,0,0,0,0,0,0,85,DC,1
AR,BLR,4,GMW,9.5,4,55,7,2,4,161.76,4,34,50+,8,0,0,2,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,84,DC,1
BW,BLR,10,MSJ,8.5,4,0,0,0,0,0,0,0,0,0,0,0,4,2,50,0,0,2,0,0,0,7.75,0,0,0,0,0,0,0,54,DC,1
AR,BLR,6,SAD,8.5,4,32,3,1,2,152.38,4,21,30+,4,0,0,2,0,0,0,0,0,0,0,0,9.5,0,0,0,0,0,0,0,49,DC,1
BW,BLR,8,WHG,9,4,0,0,0,0,0,0,0,0,0,0,0,4,1,25,1,8,1,0,0,0,10,-2,0,0,0,0,1,12,47,DC,0
BT,BLR,3,VKL,9.5,4,12,1,0,0,85.71,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,25,DC,1
BT,BLR,5,SPD,8,4,6,1,0,0,120,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,19,DC,0
BT,BLR,1,FDP,10,4,8,2,0,0,72.73,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,DC,0
WK,BLR,2,ART,8,4,0,0,0,0,0,0,1,0,0,1,-2,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,10,DC,0
BW,BLR,9,HPL,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-2,0,0,0,0,0,0,2,DC,0
BT,DC,2,DWN,10,4,66,4,5,10,173.68,6,38,50+,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,BLR,1
BW,DC,7,STK,8.5,4,17,0,2,4,188.89,0,9,0,0,0,0,4,1,25,1,8,1,0,0,0,6.75,2,0,0,0,0,0,0,60,BLR,1
WK,DC,4,RPT,9.5,4,34,3,2,4,200,6,17,30+,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,BLR,1
AR,DC,8,APL,9,4,10,1,0,0,142.86,0,7,0,0,0,0,4,1,25,0,0,1,0,0,0,7.25,0,1,8,0,0,0,0,48,BLR,1
BW,DC,9,KYD,9,4,10,2,0,0,142.86,0,7,0,0,0,0,4,1,25,0,0,1,0,0,0,11.5,-4,1,8,0,0,0,0,45,BLR,0
BW,DC,11,KAD,8.5,4,0,0,0,0,0,0,0,0,0,0,0,4,1,25,0,0,1,0,0,0,9,0,0,0,0,0,0,0,29,BLR,0
AR,DC,6,LYD,8.5,4,1,0,0,0,25,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,1,12,25,BLR,0
BT,DC,1,PSW,9.5,4,16,1,1,2,123.08,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,BLR,1
AR,DC,3,MMR,9,4,14,0,0,0,58.33,-4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,BLR,0
BT,DC,5,RPW,8,4,0,0,0,0,0,0,1,0,0,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,BLR,0
BW,DC,10,MRM,8.5,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,12,-4,0,0,0,0,0,0,0,BLR,0
AR,PBKS,4,LLS,9.5,4,60,5,4,8,181.82,6,33,50+,8,0,0,2,0,0,0,0,0,0,0,0,9.5,0,0,0,0,0,0,0,91,SRH,1
BW,PBKS,8,RCR,9,4,0,0,0,0,0,0,2,0,0,1,0,4,2,50,0,0,2,0,0,0,7,2,0,0,0,0,0,0,56,SRH,1
BT,PBKS,6,SKN,8.5,4,26,1,2,4,92.86,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,51,SRH,1
BW,PBKS,11,KRD,9,4,0,0,0,0,0,0,0,0,0,0,0,4,1,25,0,0,1,0,0,0,7.25,0,0,0,0,0,0,0,29,SRH,1
BT,PBKS,1,SDW,10,4,8,1,0,0,72.73,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,21,SRH,0
WK,PBKS,2,PSH,8,4,14,2,0,0,127.27,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,SRH,0
AR,PBKS,7,OSM,8.5,4,13,0,1,2,86.67,0,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,SRH,0
WK,PBKS,3,JBS,9.5,4,12,2,0,0,120,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,SRH,0
WK,PBKS,5,JSM,8.5,4,11,2,0,0,137.5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,SRH,0
BW,PBKS,9,VAR,8,4,0,0,0,0,0,0,1,0,0,1,0,3.5,0,0,0,0,0,0,0,0,9.13,0,0,0,0,0,0,0,4,SRH,0
BW,PBKS,10,ASH,8.5,4,0,0,0,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,SRH,0
BW,SRH,11,UMK,8.5,4,0,0,0,0,0,0,0,0,0,0,0,4,4,100,2,16,4,8,1,12,7,2,2,16,0,0,0,0,158,PBKS,1
BW,SRH,9,BKR,8.5,4,0,0,0,0,0,0,0,0,0,0,0,4,3,75,0,0,3,4,0,0,5.5,4,0,0,0,0,0,0,87,PBKS,1
BT,SRH,4,AMK,8.5,4,41,4,1,2,151.85,4,27,30+,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,PBKS,1
WK,SRH,5,NPN,9.5,4,35,1,1,2,116.67,0,30,30+,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,54,PBKS,1
BT,SRH,3,RTP,9,4,34,4,1,2,154.55,4,22,30+,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,PBKS,1
BW,SRH,8,JST,8,4,0,0,0,0,0,0,0,0,0,0,0,4,1,25,1,8,1,0,0,0,7,2,0,0,0,0,1,6,45,PBKS,1
AR,SRH,1,ASM,8.5,4,31,3,1,2,124,0,25,30+,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,PBKS,1
BW,SRH,10,TNJ,9,4,0,0,0,0,0,0,0,0,0,0,0,4,1,25,0,0,1,0,0,0,9.5,0,0,0,0,0,0,0,29,PBKS,0
BT,SRH,2,KWS,10,4,3,0,0,0,33.333,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,23,PBKS,0
BW,SRH,7,MJS,8.5,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8.75,0,1,8,0,0,0,0,12,PBKS,0
AR,SRH,6,SSH,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,PBKS,0
BT,KOL,3,SIY,9,4,85,7,4,8,166.67,4,51,50+,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,RR,1
BT,KOL,1,AFC,8.5,4,58,9,2,4,207.14,6,28,50+,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,RR,1
BW,KOL,2,SNN,8.5,4,0,0,0,0,0,0,0,0,0,0,0,4,2,50,1,8,2,0,0,0,5.25,4,0,0,0,0,0,0,66,RR,1
BW,KOL,8,SMV,8,4,0,0,0,0,0,0,1,0,0,1,0,4,1,25,0,0,1,0,0,0,8.5,0,2,16,0,0,0,0,45,RR,1
BT,KOL,4,NRN,8.5,4,18,1,1,2,163.64,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,RR,0
AR,KOL,9,PCM,9,4,0,0,0,0,0,0,1,0,0,1,-2,4,1,25,0,0,1,0,0,0,12.5,-6,1,8,0,0,0,0,29,RR,1
BW,KOL,10,UDY,9,4,21,1,2,4,233.33,0,9,0,0,4,0,0,0,0,0,0,0,0,0,0,11,-2,0,0,0,0,0,0,28,RR,0
AR,KOL,5,ARL,10.5,4,0,0,0,0,0,0,1,0,0,1,-2,2,1,25,0,0,1,0,0,0,14.5,-6,0,0,0,0,0,0,21,RR,0
WK,KOL,7,SJK,7.5,4,8,0,0,0,100,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,RR,0
AR,KOL,6,VIY,8.5,4,6,0,0,0,85.71,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,RR,0
BW,KOL,11,VCV,8.5,4,1,0,0,0,100,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,15,-6,1,8,0,0,0,0,7,RR,0
WK,RR,1,JBT,10.5,4,103,9,5,10,168.85,4,61,100+,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,154,KOL,1
BW,RR,10,YCL,9.5,4,0,0,0,0,0,0,0,0,0,0,0,4,5,125,1,8,5,16,0,0,10,-2,0,0,0,0,0,0,151,KOL,1
WK,RR,3,SSS,9,4,38,3,2,4,200,6,19,30+,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,1,12,79,KOL,1
BW,RR,11,OMC,8,4,0,0,0,0,0,0,0,0,0,0,0,3.4,2,50,1,8,2,0,0,0,11.18,-4,0,0,0,0,0,0,58,KOL,1
BT,RR,4,SHT,9,4,26,2,2,4,200,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,54,KOL,1
BW,RR,7,RAS,8.5,4,2,0,0,0,100,0,2,0,0,0,0,4,1,25,1,8,1,0,0,0,9.5,0,0,0,0,0,0,0,39,KOL,1
BT,RR,2,DPK,8.5,4,24,3,1,2,133.33,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,KOL,0
BW,RR,9,PKS,8.5,4,0,0,0,0,0,0,0,0,0,0,0,4,1,25,0,0,1,0,0,0,10.75,-2,1,8,0,0,0,0,35,KOL,0
AR,RR,5,RPG,8,4,5,1,0,0,166.67,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,18,KOL,0
BT,RR,6,KNR,8,4,3,0,0,0,60,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,15,KOL,0
BW,RR,8,TBT,8.5,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,12,-4,0,0,0,0,0,0,0,KOL,0
WK,BLR,1,ART,8,4,4,1,0,0,80,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,LKN,0
BT,BLR,2,FDP,9,4,96,11,2,4,150,2,64,50+,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,LKN,1
BT,BLR,3,VKL,9.5,4,0,0,0,0,0,0,1,0,0,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,LKN,0
AR,BLR,4,GMW,9.5,4,23,3,1,2,206.9,6,11,0,0,0,0,2,1,25,0,0,1,0,0,0,5.5,4,1,8,0,0,0,0,75,LKN,1
BT,BLR,5,SPD,8,4,10,0,1,2,111.11,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,24,LKN,0
AR,BLR,6,SAD,8.5,4,26,1,0,0,118.18,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,2,1,8,0,0,0,0,41,LKN,1
WK,BLR,7,DKR,9,4,13,0,1,2,162.5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,35,LKN,0
BW,BLR,8,WHG,9,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,10,-2,0,0,0,0,0,0,2,LKN,0
BW,BLR,9,HPL,9,4,0,0,0,0,0,0,1,0,0,0,0,4,2,50,0,0,0,0,0,0,11.75,-4,1,8,0,0,0,0,58,LKN,1
BW,BLR,10,JHW,8.5,4,0,0,0,0,0,0,0,0,0,0,0,4,4,100,1,8,4,8,0,0,6.25,2,0,0,0,0,0,0,122,LKN,1
BW,BLR,11,MSJ,8.5,4,0,0,0,0,0,0,0,0,0,0,0,4,1,25,0,0,1,0,0,0,7.75,0,1,8,0,0,0,0,37,LKN,0
WK,LKN,1,QDK,9.5,4,3,0,0,0,60,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,BLR,0
WK,LKN,2,LRL,10,4,30,3,1,2,125,0,24,30+,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,1,6,57,BLR,1
BT,LKN,3,MPY,8.5,4,6,1,0,0,75,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,BLR,0
AR,LKN,4,KPY,8,4,42,5,2,4,150,2,28,30+,4,0,0,4,1,25,0,0,1,0,0,0,7.25,0,1,8,0,0,0,0,94,BLR,1
BT,LKN,5,DHD,8.5,4,13,1,0,0,92.86,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,26,BLR,1
BT,LKN,6,ABD,8,4,13,2,0,0,100,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,BLR,0
BT,LKN,7,MST,9,4,24,2,1,2,160,4,15,0,0,0,0,1,0,0,0,0,0,0,0,0,14,0,1,8,0,0,0,0,44,BLR,1
AR,LKN,8,JHD,8.5,4,16,0,2,4,177.78,0,9,0,0,0,0,4,2,50,0,0,2,0,0,0,6.25,2,1,8,0,0,1,6,90,BLR,1
BW,LKN,9,DCR,8,4,1,0,0,0,33.33,0,3,0,0,0,0,3,2,50,0,0,2,0,0,0,10.33,-2,0,0,0,0,0,0,53,BLR,1
BW,LKN,10,RBS,8.5,4,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,11.75,-4,0,0,0,0,0,0,0,BLR,0
BW,LKN,11,AKN,9,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8.25,0,0,0,0,0,0,0,0,BLR,0
BT,DC,1,PSW,9,4,41,7,1,2,205,6,20,30+,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,PBKS,1
BT,DC,2,DWN,10,4,60,10,1,2,200,6,30,50+,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,PBKS,1
BT,DC,3,SKN,8,4,12,1,0,0,92.31,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,PBKS,0
WK,DC,4,RPT,9.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,12,PBKS,0
BT,DC,5,RPW,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,0,0,2,24,44,PBKS,0
AR,DC,6,LYD,8,4,0,0,0,0,0,0,0,0,0,0,0,2,2,50,0,0,2,0,0,0,5.5,4,0,0,0,0,0,0,0,PBKS,1
BW,DC,7,STK,8.5,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,10,-2,0,0,0,0,0,0,2,PBKS,0
AR,DC,8,APL,8.5,4,0,0,0,0,0,0,0,0,0,0,0,4,2,50,1,8,2,0,0,0,2.5,6,0,0,0,0,0,0,68,PBKS,1
BW,DC,9,KYD,9,4,0,0,0,0,0,0,0,0,0,0,0,4,2,50,2,16,2,0,0,0,6,2,0,0,0,0,0,0,72,PBKS,1
BW,DC,10,MRM,8.5,4,0,0,0,0,0,0,0,0,0,0,0,4,1,25,1,8,1,0,0,0,7,2,1,8,0,0,0,0,47,PBKS,1
BW,DC,11,KAD,8.5,4,0,0,0,0,0,0,0,0,0,0,0,4,2,50,0,0,2,0,0,0,5.25,4,0,0,0,0,0,0,58,PBKS,1
BT,PBKS,1,SDW,9.5,4,9,1,0,0,90,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,DC,0
BT,PBKS,2,MAG,9,4,24,4,0,0,160,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,DC,1
WK,PBKS,3,JBS,9,4,9,2,0,0,113,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,DC,1
AR,PBKS,4,LLS,10,4,2,0,0,0,66.76,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,DC,0
WK,PBKS,5,JSM,8.5,4,32,5,0,0,139.13,23,0,30+,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,DC,1
BT,PBKS,6,SKN,8,4,12,0,0,0,60,-2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,DC,0
BW,PBKS,7,NEL,8,4,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,7.5,0,1,8,0,0,0,0,12,DC,0
BW,PBKS,8,RCR,9,4,12,1,1,2,100,0,12,0,0,0,0,2.3,1,25,0,0,1,0,0,0,8.4,0,0,0,0,0,0,0,44,DC,1
BW,PBKS,9,VAR,8,4,2,0,0,0,50,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,-6,0,0,0,0,0,0,0,DC,0
BW,PBKS,10,ASH,8.5,4,9,2,0,0,52.94,0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,15,DC,1
BW,PBKS,11,KRD,8.5,4,2,0,0,0,33.33,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,11.67,-4,0,0,0,0,0,0,2,DC,0
AR,CSK,6,RJD,9.5,4,3,0,0,0,37.5,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,7,MI,0
AR,CSK,3,MST,8.5,4,11,2,0,0,122.22,0,9,0,0,0,0,3,1,25,0,0,1,0,0,0,5.33,4,1,8,0,0,0,0,54,MI,1
BT,CSK,5,SDB,9,4,13,0,1,2,92.86,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,27,MI,0
BT,CSK,2,RUT,9,4,30,2,2,4,120,0,25,30+,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,52,MI,1
BT,CSK,4,ARD,8.5,4,40,2,3,6,114.29,0,35,30+,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,MI,1
BT,CSK,1,RGD,9,4,0,0,0,0,0,0,1,0,0,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,MI,0
BW,CSK,10,MTK,8.5,4,0,0,0,0,0,0,0,0,0,0,0,4,1,25,0,0,1,0,0,0,8.75,0,0,0,0,0,0,0,29,MI,0
BW,CSK,8,DBV,9,4,1,0,0,0,100,0,1,0,0,0,0,4,2,50,1,8,2,0,0,0,9,0,0,0,0,0,0,0,63,MI,1
AR,CSK,9,DPT,8.5,4,22,2,1,2,157.14,4,14,0,0,0,0,2,0,0,0,,0,0,0,0,8.5,0,0,0,0,0,0,0,34,MI,0
BW,CSK,11,MCD,8,4,0,0,0,0,0,0,0,0,0,0,0,3,3,75,1,8,3,4,0,0,6.33,2,1,8,0,0,0,0,101,MI,1
WK,CSK,7,MSD,8.5,4,28,3,1,2,215.38,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,51,MI,1
AR,MI,3,DSM,8.5,4,5,1,0,0,166.67,0,3,0,0,0,0,4,4,100,0,0,4,8,0,0,2.5,0,0,0,0,0,0,0,118,CSK,1
AR,MI,6,KPD,8.5,4,14,1,1,2,155.56,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,29,CSK,0
BT,MI,4,SYD,9.5,4,32,3,1,2,152.38,4,21,30+,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,CSK,1
BT,MI,3,DBV,8.5,4,4,0,0,0,57.14,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,16,CSK,0
BT,MI,5,TVM,8.5,4,51,3,2,4,118.6,0,43,50+,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,0,0,86,CSK,1
BT,MI,2,RSM,9.5,4,0,0,0,0,0,0,2,0,0,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,CSK,0
BW,MI,8,JUD,8.5,4,19,1,1,2,211.11,0,9,0,0,0,0,4,2,50,1,8,2,0,0,0,12,-4,1,8,0,0,0,0,88,CSK,1
BW,MI,7,JBR,9,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7.25,0,0,0,0,0,0,0,4,CSK,0
BW,MI,10,HSK,7.5,4,25,3,0,0,100,0,25,0,0,0,0,4,0,0,0,0,0,0,0,0,5.75,4,0,0,0,0,0,0,36,CSK,0
BW,MI,11,RMD,8,4,0,0,0,0,0,0,0,0,0,0,0,4,1,25,0,0,1,0,0,0,6.25,2,0,0,0,0,0,0,31,CSK,0
WK,MI,1,ISK,9,4,0,0,0,0,0,0,1,0,0,1,-2,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,10,CSK,0
BT,DC,1,PSW,9,4,37,5,1,2,137.4,2,27,30+,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,RR,1
BT,DC,2,DWN,10,4,28,5,1,2,200,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,53,RR,0
BT,DC,3,SKN,8,4,1,0,0,0,33.33,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,RR,0
WK,DC,4,RPT,9,4,44,4,2,4,183.33,6,24,30+,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,RR,1
BT,DC,5,RPW,8,4,36,0,5,10,240,6,15,30+,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,RR,1
AR,DC,6,LYD,8,4,37,3,2,4,154.17,4,24,30+,4,0,0,4,0,0,0,0,0,0,0,0,10,-2,0,0,0,0,0,0,54,RR,1
AR,DC,7,APL,8.5,4,1,0,0,0,25,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,10.5,-2,0,0,0,0,0,0,3,RR,0
BW,DC,8,STK,8.5,4,10,0,1,2,142.86,0,7,0,0,0,0,3,0,0,0,0,0,0,1,12,9.67,0,0,0,0,0,0,0,28,RR,0
BW,DC,9,KYD,9,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,13.33,-6,0,0,0,0,0,0,-2,RR,0
BW,DC,10,MRM,8.5,4,0,0,0,0,0,0,0,0,0,0,0,4,1,25,0,0,1,0,0,0,10.75,-2,0,0,0,0,0,0,27,RR,0
BW,DC,11,KAD,8.5,4,0,0,0,0,0,0,0,0,0,0,0,4,1,25,1,8,1,0,0,0,11.75,-4,0,0,0,0,0,0,33,RR,1
WK,RR,1,JBT,10.5,4,116,9,9,18,178.46,6,65,100+,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,DC,1
BT,RR,2,DPK,8.5,4,54,7,2,4,154.29,4,35,50+,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,89,DC,1
WK,RR,3,SSS,9,4,46,5,3,6,242.11,6,19,30+,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,0,4,1,6,105,DC,1
BT,RR,4,SHT,9,4,1,0,0,0,100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,DC,0
